tradingsymbol,name,exchange,instrument_token,exchange_token
93SCL24A,,BSE,240194052,938258
MFLTDIII24,,BSE,240194564,938260
MFLIV25,,BSE,240195076,938262
MFLV27,,BSE,240195588,938264
MFLTDVI25,,BSE,240196100,938266
MFLTDVII27,,BSE,240196612,938268
945CAGL24,,BSE,240197124,938270
CAGL24,,BSE,240197636,938272
960CAGL25,,BSE,240198148,938274
CAGL25A,,BSE,240198660,938276
10CAGL27,,BSE,240199172,938278
CAGL27A,,BSE,240199684,938280
735MFL25,,BSE,240200196,938282
750MFL27,,BSE,240200708,938284
725MFL24,,BSE,240201220,938286
760MFL25,,BSE,240201732,938288
775MFL27,,BSE,240202244,938290
MFLZC25,,BSE,240202756,938292
MFLZC27,,BSE,240203268,938294
89SCL24,,BSE,240203780,938296
93SCL24,,BSE,240204292,938298
857SCL24,,BSE,240204804,938300
894SCL24,,BSE,240205316,938302
SCL24A,,BSE,240205828,938304
905SCL25,,BSE,240206340,938306
955SCL25,,BSE,240206852,938308
87SCL25,,BSE,240207364,938310
916SCL25,,BSE,240207876,938312
98SCL27,,BSE,240208388,938314
894SCL27,,BSE,240208900,938316
939SCL27,,BSE,240209412,938318
965SCL25C,,BSE,240209924,938320
1075CCIL25,,BSE,240211460,938326
11CCIL26,,BSE,240211972,938328
115CCIL28,,BSE,240212484,938330
CCILZC25,,BSE,240212996,938332
CCILZC26,,BSE,240213508,938334
CCILZC29,,BSE,240214020,938336
825KFL25,,BSE,240215044,938340
KFL25B,,BSE,240215556,938342
9KFL26A,,BSE,240216068,938344
KFL26,,BSE,240216580,938346
95KFL27,,BSE,240217092,938348
KFL27B,,BSE,240217604,938350
KFL30,,BSE,240218116,938352
9EFSL25,,BSE,240218628,938354
EFSLZC25,,BSE,240219140,938356
920EFSL26B,,BSE,240219652,938358
960EFSL26C,,BSE,240220164,938360
EFSLZC26B,,BSE,240220676,938362
967EFSL28D,,BSE,240221188,938364
1010EFS28A,,BSE,240221700,938366
EFSLZC28,,BSE,240222212,938368
10EFSL33B,,BSE,240222724,938370
1045EFS33A,,BSE,240223236,938372
85IIFL25,,BSE,240223748,938374
IIFLZC25A,,BSE,240224260,938376
875IIFL26A,,BSE,240224772,938378
IIFLZC26A,,BSE,240225284,938380
865IIFL28,,BSE,240225796,938382
9IIFL28A,,BSE,240226308,938384
IIFLZC28A,,BSE,240226820,938386
945IFSL25,,BSE,240227332,938388
980IFSL25,,BSE,240227844,938390
965IFSL26,,BSE,240228356,938392
10IFSL26,,BSE,240228868,938394
925ICCL24A,,BSE,240229380,938396
913ICCL24A,,BSE,240229892,938398
948ICCL25A,,BSE,240230404,938400
955ICCL25A,,BSE,240230916,938402
966ICCL25A,,BSE,240231428,938404
1030ICC26,,BSE,240231940,938406
984ICCL26A,,BSE,240232452,938408
980ICCL28,,BSE,240232964,938410
810MFL25,,BSE,240233476,938412
1030ICCL28,,BSE,240233988,938414
825MFL26,,BSE,240234500,938416
940ICCL28,,BSE,240235012,938418
840MFL27,,BSE,240235524,938420
985ICCL28,,BSE,240236036,938422
850MFL28,,BSE,240236548,938424
870MFL27,,BSE,240237060,938426
880MFL28,,BSE,240237572,938428
MFL25D,,BSE,240238084,938430
MFL26C,,BSE,240238596,938432
775MFL26,,BSE,240239108,938434
785MFL28,,BSE,240239620,938436
775MFL25,,BSE,240240132,938438
8MFL26,,BSE,240240644,938440
81MFL28,,BSE,240241156,938442
MFL23,,BSE,240241668,938444
MFL23A,,BSE,240242180,938446
925KLMAF25,,BSE,240244228,938454
950KLMAF25,,BSE,240244740,938456
950KLMF26,,BSE,240245252,938458
975KLMAF26,,BSE,240245764,938460
1050KLMA28,,BSE,240246276,938462
1075KLMA28,,BSE,240246788,938464
KAFLZC30,,BSE,240247300,938466
96SCL25,,BSE,240247812,938468
965SCFL25,,BSE,240248324,938470
925SFCL25,,BSE,240248836,938472
925SCFL25,,BSE,240249348,938474
965SCL25,,BSE,240249860,938476
990SCL26D,,BSE,240250372,938478
948SCL26D,,BSE,240250884,938480
990SCFL26,,BSE,240251396,938482
965SCL28,,BSE,240251908,938484
1015SCL28A,,BSE,240252420,938486
925SCL28,,BSE,240252932,938488
971SCL28,,BSE,240253444,938490
925ICCL25I,,BSE,240253956,938492
965ICCL25I,,BSE,240254468,938494
888IHFL25C,,BSE,240254980,938496
ICCL25,,BSE,240255492,938498
1025ICCL26,,BSE,240256004,938500
98ICCL26,,BSE,240256516,938502
1050ICCL28,,BSE,240257028,938504
957ICCL28,,BSE,240257540,938506
1003ICCL28,,BSE,240258052,938508
866ICCL23A,,BSE,240258564,938510
890ICCL23A,,BSE,240259076,938512
895EFSL25,,BSE,240259588,938514
EFSL25A,,BSE,240260100,938516
920EFSL26,,BSE,240260612,938518
960EFSL26,,BSE,240261124,938520
EFSL26B,,BSE,240261636,938522
967EFSL28,,BSE,240262148,938524
101EFSL28,,BSE,240262660,938526
EFSL28,,BSE,240263172,938528
10EFSL33,,BSE,240263684,938530
1045EFS33B,,BSE,240264196,938532
875KFL25A,,BSE,240265220,938536
KFL25C,,BSE,240265732,938538
9KFL26B,,BSE,240266244,938540
KFL26A,,BSE,240266756,938542
95KFL27A,,BSE,240267268,938544
KFL27C,,BSE,240267780,938546
KFL30A,,BSE,240268292,938548
775MFL2026,,BSE,240268804,938550
785MFL2028,,BSE,240269316,938552
775MFL2025,,BSE,240269828,938554
8MFL2026,,BSE,240270340,938556
810MFL2028,,BSE,240270852,938558
MFL26,,BSE,240271364,938560
MFL28,,BSE,240271876,938562
84MFL25,,BSE,240272388,938564
865MFL26A,,BSE,240272900,938566
88MFL28,,BSE,240273412,938568
9MFL30A,,BSE,240273924,938570
915MFL28,,BSE,240274436,938572
MFL25A,,BSE,240274948,938574
MFL26Z,,BSE,240275460,938576
MFL30A,,BSE,240275972,938578
9ICCL23A,,BSE,240276484,938580
CIFCZC25A,,BSE,240276996,938582
830CIFC26,,BSE,240277508,938584
CIFCZC26A,,BSE,240278020,938586
840CIFCL28,,BSE,240278532,938588
CIFCZC28A,,BSE,240279044,938590
9SFL25,,BSE,240279556,938592
SFL25B,,BSE,240280068,938594
925SFL26,,BSE,240280580,938596
SFL26A,,BSE,240281092,938598
950SFL27,,BSE,240281604,938600
SFL27A,,BSE,240282116,938602
1025SFL28,,BSE,240282628,938604
SFL28,,BSE,240283140,938606
SFL30,,BSE,240283652,938608
1050IML25,,BSE,240285188,938614
IML23623,,BSE,240285700,938616
1150IML28,,BSE,240286212,938618
IML28,,BSE,240286724,938620
IML29,,BSE,240287236,938622
835IFL25,,BSE,240287748,938624
IIFLZC25B,,BSE,240288260,938626
85IFL26,,BSE,240288772,938628
IIFLZC26B,,BSE,240289284,938630
865IFL28,,BSE,240289796,938632
9IIFL28,,BSE,240290308,938634
IIFLZC28B,,BSE,240290820,938636
975NFL25,,BSE,240291332,938638
1025NFL25,,BSE,240291844,938640
1075NFL25,,BSE,240292356,938642
1050NFL26,,BSE,240292868,938644
1102NFL26,,BSE,240293380,938646
895EFS25,,BSE,240293892,938648
EFSL25B,,BSE,240294404,938650
92EFSL26,,BSE,240294916,938652
96EFSL26,,BSE,240295428,938654
EFSL26C,,BSE,240295940,938656
967EFS28,,BSE,240296452,938658
1010EFS28,,BSE,240296964,938660
EFSL28A,,BSE,240297476,938662
10EFS33,,BSE,240297988,938664
1045EFS33,,BSE,240298500,938666
920SCL23A,,BSE,240299012,938668
950SCL23A,,BSE,240299524,938670
888SCL25A,,BSE,240300036,938672
925SCL25C,,BSE,240300548,938674
SCLZC25A,,BSE,240301060,938676
SCLZC25B,,BSE,240301572,938678
940SCL26C,,BSE,240302084,938680
990SCL26I,,BSE,240302596,938682
902SCL26I,,BSE,240303108,938684
948SCL26I,,BSE,240303620,938686
SCLZC26B,,BSE,240304132,938688
1015SCL28B,,BSE,240304644,938690
925SCL28I,,BSE,240305156,938692
971SCL28I,,BSE,240305668,938694
745PFCL26,,BSE,240306180,938696
750PFCL26,,BSE,240306692,938698
747PFCL33,,BSE,240307204,938700
753PFCL33,,BSE,240307716,938702
750PFCL38,,BSE,240308228,938704
755PFCL38,,BSE,240308740,938706
925IHFL25D,,BSE,240309252,938708
965IHFL25D,,BSE,240309764,938710
925IHFL25E,,BSE,240310276,938712
CIFC26A,,BSE,240310788,938714
84CIFCL28,,BSE,240311300,938716
CIFC28,,BSE,240311812,938718
957VCL25,,BSE,240312324,938720
10VCL25,,BSE,240312836,938722
965VCL25,,BSE,240313348,938724
1003VCL25,,BSE,240313860,938726
1050VCL25,,BSE,240314372,938728
910CAGL25,,BSE,240314884,938730
CAGL25,,BSE,240315396,938732
925CAGL26,,BSE,240315908,938734
CAGL26,,BSE,240316420,938736
940CAGL27,,BSE,240316932,938738
CAGL27,,BSE,240317444,938740
970CAGL28,,BSE,240317956,938742
CAGL28,,BSE,240318468,938744
9KAFL24,,BSE,240318980,938746
KAFL25,,BSE,240319492,938748
935KAFL25,,BSE,240320004,938750
950KLM25,,BSE,240320516,938752
975KAFL25,,BSE,240321028,938754
975KAFL26,,BSE,240321540,938756
10KAFL26,,BSE,240322052,938758
1050KAFL28,,BSE,240322564,938760
1075KAFL28,,BSE,240323076,938762
KAFL30,,BSE,240323588,938764
895NHFL25,,BSE,240324100,938766
NIDO25A,,BSE,240324612,938768
920NIDO26,,BSE,240325124,938770
960NIDO26,,BSE,240325636,938772
NIDO26,,BSE,240326148,938774
967NIDO28,,BSE,240326660,938776
1010NIDO28,,BSE,240327172,938778
NIDO28,,BSE,240327684,938780
10NIDO33,,BSE,240328196,938782
1045NIDO33,,BSE,240328708,938784
865MFL25A,,BSE,240329220,938786
890MFL26A,,BSE,240329732,938788
905MFL28A,,BSE,240330244,938790
9MFL25A,,BSE,240330756,938792
927MFL26A,,BSE,240331268,938794
944MFL28A,,BSE,240331780,938796
MFL25B,,BSE,240332292,938798
MFL26F,,BSE,240332804,938800
MFL28B,,BSE,240333316,938802
MFL31,,BSE,240333828,938804
925SCL25F,,BSE,240334340,938806
965SCL25E,,BSE,240334852,938808
925SCL25,,BSE,240335364,938810
SCL25A,,BSE,240335876,938812
SCL25B,,BSE,240336388,938814
990SCL26,,BSE,240336900,938816
940SCL26,,BSE,240337412,938818
948SCL26,,BSE,240337924,938820
902SCL26,,BSE,240338436,938822
SCLZC26C,,BSE,240338948,938824
SCLZC26H,,BSE,240339460,938826
965SCL28C,,BSE,240339972,938828
925SCL28C,,BSE,240340484,938830
971SCL28C,,BSE,240340996,938832
10SCL30A,,BSE,240341508,938834
1003SCL30,,BSE,240342020,938836
957SCL30,,BSE,240342532,938838
980SCL33C,,BSE,240343044,938840
888SCL25D,,BSE,240343556,938842
1025SCL33A,,BSE,240344068,938844
1075SCL33A,,BSE,240344580,938846
980SCL33A,,BSE,240345092,938848
888SCL25E,,BSE,240345604,938850
KFL25D,,BSE,240346116,938852
875KFL2025,,BSE,240346628,938854
KFL26B,,BSE,240347140,938856
925KFL26,,BSE,240347652,938858
KFL26C,,BSE,240348164,938860
10KFL27,,BSE,240348676,938862
KFL28D,,BSE,240349188,938864
KFL31,,BSE,240349700,938866
775MFLTD26,,BSE,240350212,938868
775MFLTD28,,BSE,240350724,938870
775MFLTD25,,BSE,240351236,938872
8MFLTD26,,BSE,240351748,938874
8MFLTD28,,BSE,240352260,938876
MFL26A,,BSE,240352772,938878
MFL28A,,BSE,240353284,938880
8ABFL26,,BSE,240353796,938882
ABFL26,,BSE,240354308,938884
805ABFL28,,BSE,240354820,938886
ABFL28,,BSE,240355332,938888
78ABFL33,,BSE,240355844,938890
81ABFL33,,BSE,240356356,938892
895EFSL25A,,BSE,240356868,938894
EFSLZC25A,,BSE,240357380,938896
920EFSL26A,,BSE,240357892,938898
960EFSLA,,BSE,240358404,938900
EFSLZC26C,,BSE,240358916,938902
967EFSL28A,,BSE,240359428,938904
1010EFSL28,,BSE,240359940,938906
EFSLZC28C,,BSE,240360452,938908
10EFSL33A,,BSE,240360964,938910
1045EFSL33,,BSE,240361476,938912
865MF25,,BSE,240361988,938914
89MFL26,,BSE,240362500,938916
905MFL28,,BSE,240363012,938918
9MFL25,,BSE,240363524,938920
927MFL26,,BSE,240364036,938922
944MFL28,,BSE,240364548,938924
MFL25E,,BSE,240365060,938926
MFL26D,,BSE,240365572,938928
MFL28D,,BSE,240366084,938930
MFL31A,,BSE,240366596,938932
95CCIL24A,,BSE,240367108,938934
1050CCIL25,,BSE,240367620,938936
1075CCL25,,BSE,240368132,938938
11CCL26,,BSE,240368644,938940
1150CCIL28,,BSE,240369156,938942
CCILZC24,,BSE,240369668,938944
CCILZC25A,,BSE,240370180,938946
CCILZC30,,BSE,240370692,938948
905PEL26,,BSE,240371716,938952
9PEL25,,BSE,240372228,938954
920PEL28,,BSE,240372740,938956
935PEL33,,BSE,240373252,938958
925SCL25Z,,BSE,240373764,938960
965SCL25A,,BSE,240374276,938962
888SCL25,,BSE,240374788,938964
925SCL25A,,BSE,240375300,938966
SCLZC25C,,BSE,240375812,938968
SCLZC25D,,BSE,240376324,938970
940SCL26A,,BSE,240376836,938972
990SCL26A,,BSE,240377348,938974
902SCL26A,,BSE,240377860,938976
948SCL26A,,BSE,240378372,938978
SCLZC26D,,BSE,240378884,938980
SCLZC26E,,BSE,240379396,938982
965SCL28A,,BSE,240379908,938984
1015SCL28,,BSE,240380420,938986
925SCL28A,,BSE,240380932,938988
971SCL28A,,BSE,240381444,938990
1050SCL30,,BSE,240381956,938992
1003SCL30A,,BSE,240382468,938994
1075SCL33B,,BSE,240382980,938996
980SCL33,,BSE,240383492,938998
925SCL25G,,BSE,240384004,939000
965SCL25F,,BSE,240384516,939002
948IFSL25B,,BSE,240385028,939004
955IFSL25,,BSE,240385540,939006
966IFSL25,,BSE,240386052,939008
1030IFSL26,,BSE,240386564,939010
984IFSL26,,BSE,240387076,939012
888IHFL25F,,BSE,240387588,939014
CIFCZC25,,BSE,240388100,939016
850CIFCL26,,BSE,240388612,939018
CIFCZC26,,BSE,240389124,939020
860CIFCL28,,BSE,240389636,939022
CIFCZC28,,BSE,240390148,939024
11ICLFL25,,BSE,240390660,939026
115ICLFL25,,BSE,240391172,939028
12ICLFL26,,BSE,240391684,939030
125ICLFL28,,BSE,240392196,939032
115ICFL25,,BSE,240392708,939034
12ICFL25,,BSE,240393220,939036
125ICFL26,,BSE,240393732,939038
1175ICLF25,,BSE,240394244,939040
1225ICLF26,,BSE,240394756,939042
ICLFLZC29,,BSE,240395268,939044
921ISFL25,,BSE,240395780,939046
960ISFL25,,BSE,240396292,939048
957ISFL26,,BSE,240396804,939050
10ISFL26,,BSE,240397316,939052
1003ISFL28,,BSE,240397828,939054
1050ISFL28,,BSE,240398340,939056
950MML24,,BSE,240398852,939058
10MMLTD24,,BSE,240399364,939060
MML24,,BSE,240399876,939062
MML24A,,BSE,240400388,939064
965MML25,,BSE,240400900,939066
1015MML25,,BSE,240401412,939068
MML25,,BSE,240401924,939070
MML25A,,BSE,240402436,939072
975MML25,,BSE,240402948,939074
1025MML25,,BSE,240403460,939076
MML25B,,BSE,240403972,939078
MML25C,,BSE,240404484,939080
1025MML26,,BSE,240404996,939082
1075MML26,,BSE,240405508,939084
MML26,,BSE,240406020,939086
MML26A,,BSE,240406532,939088
1050MML28,,BSE,240407044,939090
11MML28,,BSE,240407556,939092
MML28,,BSE,240408068,939094
MML28A,,BSE,240408580,939096
MML30,,BSE,240409092,939098
925SCL25H,,BSE,240409604,939100
965SCL25B,,BSE,240410116,939102
888SCL25B,,BSE,240410628,939104
925SCL25B,,BSE,240411140,939106
SCLZC25E,,BSE,240411652,939108
SCLZC25F,,BSE,240412164,939110
940SCL26B,,BSE,240412676,939112
990SCL26B,,BSE,240413188,939114
948SCL26B,,BSE,240413700,939116
SCLZC26F,,BSE,240414212,939118
SCLZC26G,,BSE,240414724,939120
965SCL28B,,BSE,240415236,939122
925SCL28B,,BSE,240415748,939124
971SCL28B,,BSE,240416260,939126
980SCL33D,,BSE,240416772,939128
835SCL23A,,BSE,240417284,939130
875SCL23A,,BSE,240417796,939132
1025SCL33,,BSE,240418308,939134
1075SCL33,,BSE,240418820,939136
980SCL33B,,BSE,240419332,939138
835SCL23B,,BSE,240419844,939140
9ARKA25,,BSE,240420356,939142
93ARKA25,,BSE,240420868,939144
93ARKA26,,BSE,240421380,939146
965ARKA26,,BSE,240421892,939148
965ARKA28,,BSE,240422404,939150
10ARKA28,,BSE,240422916,939152
KFLZC25E,,BSE,240423428,939154
875KFL26,,BSE,240423940,939156
KFLZC26E,,BSE,240424452,939158
925FL27,,BSE,240424964,939160
KFLZC27A,,BSE,240425476,939162
10KFL28,,BSE,240425988,939164
KFLZC28C,,BSE,240426500,939166
KFLZC31,,BSE,240427012,939168
891ONE25,,BSE,240427524,939170
922ONE25,,BSE,240428036,939172
903ONE26,,BSE,240428548,939174
941ONE26,,BSE,240429060,939176
921ONE27,,BSE,240429572,939178
961ONE27,,BSE,240430084,939180
926ONE29,,BSE,240430596,939182
966ONE29,,BSE,240431108,939184
895EFSL26,,BSE,240431620,939186
EFSL26D,,BSE,240432132,939188
920EFSL27,,BSE,240432644,939190
960EFSL27,,BSE,240433156,939192
EFSL27A,,BSE,240433668,939194
967EFSL29,,BSE,240434180,939196
1010EFSL29,,BSE,240434692,939198
EFSL29,,BSE,240435204,939200
10EFSL34,,BSE,240435716,939202
1045EFSL34,,BSE,240436228,939204
825MFL27,,BSE,240436740,939206
825MFL29,,BSE,240437252,939208
825MFL2026,,BSE,240437764,939210
850MFL27A,,BSE,240438276,939212
850MFL29,,BSE,240438788,939214
MFL27,,BSE,240439300,939216
MFL29,,BSE,240439812,939218
875CIFC23B,,BSE,240440324,939220
CIFC26,,BSE,240440836,939222
85CIFC27,,BSE,240441348,939224
CIF27,,BSE,240441860,939226
86CIFC29,,BSE,240442372,939228
CIF29,,BSE,240442884,939230
890MFL26,,BSE,240443396,939232
915MFL27,,BSE,240443908,939234
935MFL29,,BSE,240444420,939236
925MFL26,,BSE,240444932,939238
950MFL27A,,BSE,240445444,939240
975MFL29A,,BSE,240445956,939242
MFLZC26E,,BSE,240446468,939244
MFLZC27F,,BSE,240446980,939246
MFLZC29A,,BSE,240447492,939248
MFLZC32,,BSE,240448004,939250
9IML25,,BSE,240448516,939252
IML25,,BSE,240449028,939254
975IML26,,BSE,240449540,939256
IML16224,,BSE,240450052,939258
1075IML27,,BSE,240450564,939260
IML160224,,BSE,240451076,939262
1150IML29,,BSE,240451588,939264
IML1622024,,BSE,240452100,939266
9SFL2026,,BSE,240452612,939268
SFL270224,,BSE,240453124,939270
925SFL27,,BSE,240453636,939272
SFL27224,,BSE,240454148,939274
1025SFL29,,BSE,240454660,939276
SFL2722024,,BSE,240455172,939278
SFL270224A,,BSE,240455684,939280
1025UCL25,,BSE,240456196,939282
1075UCL25,,BSE,240456708,939284
1035UCL26,,BSE,240457220,939286
105UCL2026,,BSE,240457732,939288
11UCL26,,BSE,240458244,939290
NIDO010326,,BSE,240459012,939293
95NIDO26,,BSE,240459524,939295
958NIDO27,,BSE,240460036,939297
10NIDO27,,BSE,240460548,939299
NIDO010327,,BSE,240461060,939301
1003NIDO29,,BSE,240461572,939303
1050NIDO29,,BSE,240462084,939305
NIDO010329,,BSE,240462596,939307
1026NIDO34,,BSE,240463108,939309
1075NIDO34,,BSE,240463620,939311
95CCIL25,,BSE,240464132,939313
1050CCI25,,BSE,240464644,939315
1075CCIL26,,BSE,240465156,939317
11CCIL27,,BSE,240465668,939319
1150CCIL29,,BSE,240466180,939321
CCIL110324,,BSE,240466692,939323
CCI110324,,BSE,240467204,939325
CCI110324A,,BSE,240467716,939327
10NFL25,,BSE,240468228,939329
1040NFL26,,BSE,240468740,939331
1090NFL26,,BSE,240469252,939333
1065NFL27,,BSE,240469764,939335
1119NFL27,,BSE,240470276,939337
925SCL26A,,BSE,240470788,939339
965SCL26,,BSE,240471300,939341
888SCL26,,BSE,240471812,939343
925SCL26B,,BSE,240472324,939345
0SCL26,,BSE,240472836,939347
940SCL27,,BSE,240473348,939349
990SCL27,,BSE,240473860,939351
902SCL27,,BSE,240474372,939353
948SCL27,,BSE,240474884,939355
0SCL27,,BSE,240475396,939357
965SCL29,,BSE,240475908,939359
1015SCFL29,,BSE,240476420,939361
925SCL29,,BSE,240476932,939363
971SCL29,,BSE,240477444,939365
10SCL31,,BSE,240477956,939367
1050SCFL31,,BSE,240478468,939369
957SCL31,,BSE,240478980,939371
1003SCFL31,,BSE,240479492,939373
1025SCFL34,,BSE,240480004,939375
1075SCFL34,,BSE,240480516,939377
980SCL34,,BSE,240481028,939379
1025SCL34,,BSE,240481540,939381
11IFL25,,BSE,240482052,939383
1150IFL26,,BSE,240482564,939385
12IFL27,,BSE,240483076,939387
1250IFL29,,BSE,240483588,939389
IFL190424,,BSE,240484100,939391
IFL19424,,BSE,240484612,939393
IFL1942024,,BSE,240485124,939395
1175IFL26,,BSE,240485636,939397
1225IFL27,,BSE,240486148,939399
IFL19424A,,BSE,240486660,939401
9EFSL26,,BSE,240487172,939403
EFSL290424,,BSE,240487684,939405
920EFSL27A,,BSE,240488196,939407
96EFSL27,,BSE,240488708,939409
EFS290424,,BSE,240489220,939411
0KFL25,,BSE,240489732,939413
875KFL26A,,BSE,240490244,939415
0KFL26,,BSE,240490756,939417
950KFL27,,BSE,240491268,939419
0KFL27,,BSE,240491780,939421
967EFSL29A,,BSE,240492292,939423
1010EFS29,,BSE,240492804,939425
10KFL28A,,BSE,240493316,939427
EFS290424A,,BSE,240493828,939429
0KFL28,,BSE,240494340,939431
0KFL31,,BSE,240494852,939433
1010EFS29A,,BSE,240495364,939435
10EFSL34A,,BSE,240495876,939437
1045EFS34,,BSE,240496388,939439
1045EFS34A,,BSE,240496900,939441
890MFCL26,,BSE,240497412,939443
915MFCL27,,BSE,240497924,939445
935MFCL29,,BSE,240498436,939447
955MFCL30,,BSE,240498948,939449
925MFCL26,,BSE,240499460,939451
950MFCL27,,BSE,240499972,939453
975MFCL29,,BSE,240500484,939455
10MFCL30,,BSE,240500996,939457
MFCL30424,,BSE,240501508,939459
MFCL30424A,,BSE,240502020,939461
MFCL30424B,,BSE,240502532,939463
MFCL30424C,,BSE,240503044,939465
MFCL30424D,,BSE,240503556,939467
885MOFSL26,,BSE,240504068,939469
0MOFSL26,,BSE,240504580,939471
91MOFSL27,,BSE,240505092,939473
0MOFSL27,,BSE,240505604,939475
897MOFSL29,,BSE,240506116,939477
935MOFSL29,,BSE,240506628,939479
93MOFSL34,,BSE,240507140,939481
97MOFSL34,,BSE,240507652,939483
1050MML25,,BSE,240508164,939485
MML27524,,BSE,240508676,939487
105MML25,,BSE,240509188,939489
MML27524A,,BSE,240509700,939491
1060MML26,,BSE,240510212,939493
0MML27524,,BSE,240510724,939495
1075MML27,,BSE,240511236,939497
0MML27,,BSE,240511748,939499
1080MML29,,BSE,240512260,939501
0MML29,,BSE,240512772,939503
0MML29A,,BSE,240513284,939505
925SCL26C,,BSE,240513796,939507
965SCL26A,,BSE,240514308,939509
888SCL26A,,BSE,240514820,939511
925SCL26D,,BSE,240515332,939513
SCFL310524,,BSE,240515844,939515
SCL310524,,BSE,240516356,939517
94SCL27,,BSE,240516868,939519
99SCL27,,BSE,240517380,939521
902SCL27A,,BSE,240517892,939523
948SCL27A,,BSE,240518404,939525
SCL310524A,,BSE,240518916,939527
1015SCL29,,BSE,240519428,939529
925SCL29A,,BSE,240519940,939531
971SCL29A,,BSE,240520452,939533
10SCL31A,,BSE,240520964,939535
1050SCL31,,BSE,240521476,939537
1003SCL31,,BSE,240521988,939539
1075SCL34,,BSE,240522500,939541
98SCL34,,BSE,240523012,939543
1025SCL34A,,BSE,240523524,939545
886ONE25,,BSE,240524036,939547
916ONE25,,BSE,240524548,939549
898ONE26,,BSE,240525060,939551
935ONE26,,BSE,240525572,939553
916ONE27,,BSE,240526084,939555
955ONE27,,BSE,240526596,939557
921ONE29,,BSE,240527108,939559
96ONE29,,BSE,240527620,939561
944ONE34,,BSE,240528132,939563
985ONE34,,BSE,240528644,939565
920IIFLS26,,BSE,240529156,939567
960IIFLS26,,BSE,240529668,939569
957IIFLS27,,BSE,240530180,939571
10IIFLSF27,,BSE,240530692,939573
1003IIFL29,,BSE,240531204,939575
1050IIFL29,,BSE,240531716,939577
950NHFL26,,BSE,240532228,939579
0NHFL26,,BSE,240532740,939581
958NHFL27,,BSE,240533252,939583
10NHFL27,,BSE,240533764,939585
0NHFL27,,BSE,240534276,939587
1003NHFL29,,BSE,240534788,939589
1050NHFL29,,BSE,240535300,939591
0NHFL29,,BSE,240535812,939593
1026NHFL34,,BSE,240536324,939595
1075NHFL34,,BSE,240536836,939597
9SFL26A,,BSE,240537348,939599
0SFL26,,BSE,240537860,939601
925SFL27A,,BSE,240538372,939603
0SFL27A,,BSE,240538884,939605
1025SF29,,BSE,240539396,939607
0SFL29A,,BSE,240539908,939609
0SFL31,,BSE,240540420,939611
950EFSL26,,BSE,240540932,939613
EFSL26724,,BSE,240541444,939615
957EFSL27,,BSE,240541956,939617
10EFSL27,,BSE,240542468,939619
EFSL260724,,BSE,240542980,939621
1004EFSL29,,BSE,240543492,939623
1050EFSL29,,BSE,240544004,939625
EFSL26724A,,BSE,240544516,939627
105EFSL29,,BSE,240545028,939629
1049EFSL34,,BSE,240545540,939631
11EFSL34,,BSE,240546052,939633
11EFSL34A,,BSE,240546564,939635
KFL070824,,BSE,240547076,939637
10SMCGSL26,,BSE,240547588,939639
925KFL26A,,BSE,240548100,939641
0SMCGSL26,,BSE,240548612,939643
KFL070824A,,BSE,240549124,939645
102SMCGS27,,BSE,240549636,939647
10KFL27A,,BSE,240550148,939649
0SMCGSL27,,BSE,240550660,939651
KFL070824B,,BSE,240551172,939653
994SMCGS29,,BSE,240551684,939655
104SMCGS29,,BSE,240552196,939657
1025KFL29,,BSE,240552708,939659
KFL070824C,,BSE,240553220,939661
KFL070824D,,BSE,240553732,939663
95KAFL25,,BSE,240554244,939665
KAFL080824,,BSE,240554756,939667
985KAFL26,,BSE,240555268,939669
10KAFL26A,,BSE,240555780,939671
10KAFL26B,,BSE,240556292,939673
1025KAFL27,,BSE,240556804,939675
1050KAFL27,,BSE,240557316,939677
1075KAFL29,,BSE,240557828,939679
11KAFL29,,BSE,240558340,939681
KAF080824,,BSE,240558852,939683
950CCIL25,,BSE,240559364,939685
1075CCI26,,BSE,240559876,939687
11CCI26,,BSE,240560388,939689
1125CCI27,,BSE,240560900,939691
12CCI29,,BSE,240561412,939693
CCIL14824,,BSE,240561924,939695
CCIL14824A,,BSE,240562436,939697
CCIL14824B,,BSE,240562948,939699
CCIL14824C,,BSE,240563460,939701
896ILFS25,,BSE,242371588,946764
935ILFS35,,BSE,242388740,946831
11SFL25,,BSE,242431236,946997
11SFL25A,,BSE,242431492,946998
1105SFL28,,BSE,242432260,947001
875IFCI26,,BSE,242647300,947841
1170SRSL24,,BSE,242714372,948103
930ILFS38,,BSE,242893316,948802
1130SRSL24,,BSE,242983940,949156
10SFL28B,,BSE,243008004,949250
955MML2063,,BSE,243031556,949342
205NLBD25,,BSE,243045124,949395
819IIFC33B,,BSE,243056388,949439
846IIFC28B,,BSE,243059204,949450
837IIFC33C,,BSE,243059460,949451
848IIFC28B,,BSE,243064324,949470
104PKHI25A,,BSE,243069700,949491
854REC2028,,BSE,243088132,949563
1015RCL25,,BSE,243128068,949719
872CSL2029,,BSE,243215876,950062
1063IOT28A,,BSE,243250948,950199
1063IOT28B,,BSE,243251460,950201
1008IOT25A,,BSE,243251716,950202
1063IOT28C,,BSE,243251972,950203
1008IOT25B,,BSE,243252228,950204
1063IOT28D,,BSE,243252484,950205
1008IOT25C,,BSE,243252740,950206
